gene_id,type,c1,c2,start,end
Bola1,Normal,3,3,96196588,96219709
Gm20717,Normal,15,15,64098317,64101397
Gm18388,Normal,12,12,91323669,91324225
Gm45134,Normal,7,7,44212069,44214718
Cad,Normal,5,5,31054780,31078479
Gm48423,Normal,13,13,67981215,67985971
Gm48424,Normal,13,13,68060456,68060608
Gm28594,Normal,1,1,24910461,24911659
Klk1b5,Normal,7,7,44215945,44220703
Asap1,Normal,15,15,64086857,64382919
Gm28237,Normal,1,1,24963209,24965158
Zar1,Normal,5,5,72576806,72581254
Actb,Normal,5,5,142903115,142906754
AA414992,Normal,13,13,68181294,68182869
Gm9443,Normal,1,1,25011941,25012756
Gm44735,Normal,7,7,126938886,126940637
Gm29414,Normal,1,1,25026581,25027232
Sez6l2,Normal,7,7,126950563,126970606
Btbd35f14,Xtype,-1,X,33700649,33702349
Shtn1,Normal,19,19,58973356,59076100
Lamtor4,Normal,5,5,138255482,138259398
Btbd35f6,Xtype,-1,X,33955044,33956540
Slc16a11,Normal,11,11,70212752,70216417
Gm21870,Xtype,-1,X,33985548,33987002
Btbd35f9,Xtype,-1,X,34159636,34161564
4930423D22Rik,Normal,12,12,81781358,81783031
2410006H16Rik,Normal,11,11,62602877,62604807
Gm13929,Normal,2,2,112000180,112001304
Gm8750,Normal,17,17,35400799,35403727
Kif20a,Normal,18,18,34624613,34633277
Plpp3,Normal,4,4,105157347,105232764
Olfr1310,Normal,2,2,112004574,112012708
Gm20570,Normal,18,18,75767143,75767274
4921507G05Rik,Normal,12,12,110841029,110843804
1700034B16Rik,Normal,18,18,75781032,75782303
Gm19596,Normal,6,6,86147152,86148194
Spin2g,Xtype,-1,X,34237049,34238733
Gm45301,Normal,8,8,35407471,35409506
Gm26912,Normal,12,12,110842276,110845216
Olfr1311,Normal,2,2,112019656,112024412
Gm34853,Normal,8,8,35439734,35443698
Gm47067,Normal,13,13,40737568,40739021
Gm47061,Normal,13,13,40723110,40725449
A430010J10Rik,Normal,6,6,67115673,67168426
Rgs9bp,Normal,7,7,35578993,35585582
2900057B20Rik,Normal,18,18,76091557,76098471
Atp5pb,Normal,3,3,105942698,105960099
Gm26688,Normal,13,13,40727808,40735162
1700003O11Rik,Normal,18,18,76014211,76015677
Gm7133,Normal,1,1,97162860,97310664
Pink1,Normal,4,4,138313409,138326307
Klk1,Normal,7,7,44225360,44229618
Zbtb7c,Normal,18,18,75820178,76148564
Tfap2a,Normal,13,13,40715302,40738376
Zkscan14,Normal,5,5,145194946,145201868
Olfr1312,Normal,2,2,112038068,112050238
Wipf1,Normal,2,2,73429610,73529734
Gm47080,Normal,12,12,81827799,81853031
Phlpp1,Normal,1,1,106171752,106394250
Gm47918,Normal,13,13,58443021,58444580
Lyar,Normal,5,5,38220470,38234306
Gm12722,Normal,4,4,105374454,105374946
Gm29200,Normal,18,18,12501190,12504426
Gm37169,Normal,2,2,32487988,32492148
Dcaf13,Normal,15,15,39112865,39146856
Gm29199,Normal,18,18,12498688,12499462
Slc10a4l,Normal,5,5,72581638,72587551
Vmn2r50,Normal,7,7,10035836,10053296
Gm47525,Normal,12,12,76254562,76255334
Mthfd1,Normal,12,12,76255298,76319803
Gm12801,Normal,4,4,101284221,101285203
Gm12796,Normal,4,4,101292414,101321745
Rab29,Normal,1,1,131867224,131872887
Gm9028,Normal,18,18,76223970,76224183
Gm12723,Normal,4,4,105511232,105511682
Gm12793,Normal,4,4,101341357,101341648
Gm13412,Normal,2,2,32525031,32527990
BC026513,Normal,18,18,76226703,76228858
Gm12726,Normal,4,4,105578340,105578940
Gm21654,Ytype,-1,Y,64012428,64013118
Gm12795,Normal,4,4,101362177,101362890
Gm4755,Normal,12,12,8764901,8771181
E130102H24Rik,Normal,4,4,101346531,101356735
Gm8016,Normal,13,13,68353364,68356825
Gm12728,Normal,4,4,105789869,105794711
Gm29058,Ytype,-1,Y,64042912,64043526
0610043K17Rik,Normal,4,4,101353783,101399181
Gm10109,Normal,7,7,44221017,44227421
Gm11738,Normal,11,11,118114855,118118279
Gm29059,Ytype,-1,Y,64079628,64079942
Gm6749,Normal,6,6,108882004,108882408
Gm6850,Normal,7,7,10074095,10075043
Gm48429,Normal,13,13,68469680,68469832
Gm29628,Ytype,-1,Y,64116692,64119931
Pgs1,Normal,11,11,117986292,118024011
Gm48436,Normal,13,13,68488998,68491389
Gm20882,Ytype,-1,Y,64227060,64227755
Gm7135,Normal,1,1,97346475,97573015
Vmn2r51,Normal,7,7,10087198,10105741
Gm45628,Normal,7,7,46915990,46916263
Rab11fip5,Normal,6,6,85334962,85374634
Fmnl1,Normal,11,11,103171107,103198901
Lrrc75aos2,Normal,11,11,62605766,62607748
Tsg101,Normal,7,7,46888949,46919969
Gm37171,Normal,1,1,97544264,97545448
Lrrc75aos1,Normal,11,11,62634704,62638788
Olfr1313,Normal,2,2,112070088,112077843
Lrrc75a,Normal,11,11,62604884,62648523
Gm20907,Ytype,-1,Y,64301906,64302598
Orai3,Normal,7,7,127769815,127775150
Gm29624,Ytype,-1,Y,64323591,64333679
Fkbp8,Normal,8,8,70527724,70535328
Bicd1,Normal,6,6,149408886,149563329
Gm38235,Normal,1,1,106219314,106224265
Scgb1b24,Normal,7,7,33743799,33744982
Zkscan5,Normal,5,5,145204562,145221750
Olfr1314,Normal,2,2,112089786,112096781
Gm13270,Normal,2,2,13271601,13325827
Lzts1,Normal,8,8,69132669,69184225
H3f3c,Normal,2,2,119665626,119666036
Gm14383,Normal,2,2,119669159,119669544
Gorasp2,Normal,2,2,70661576,70712636
Olfr1315-ps1,Normal,2,2,112110057,112115440
Gm12782,Normal,7,7,33780817,33781543
Slc14a1,Normal,18,18,78100091,78142119
4921501I09Rik,Normal,12,12,4241133,4247671
Gm28614,Normal,7,7,33795310,33796135
Cubn,Normal,2,2,13276338,13491813
Gm12768,Normal,7,7,33844936,33845694
Scgb2b25-ps,Normal,7,7,33853056,33854818
Olfr1316,Normal,2,2,112126996,112134977
Scgb1b25-ps,Normal,7,7,33867925,33869201
Slc35f5,Normal,1,1,125560595,125595820
Gm12757,Normal,7,7,33879295,33880094
Olfr1317,Normal,2,2,112140329,112144054
Gm42890,Normal,3,3,105959503,105984600
9230102O04Rik,Normal,2,2,9883041,9889540
Gm28615,Normal,7,7,33903280,33904117
BC017158,Normal,7,7,128271379,128298170
Gm9522,Normal,15,15,39180511,39181436
4930412O13Rik,Normal,2,2,9881252,9883921
Rdh11,Normal,12,12,79174337,79192293
Prom1,Normal,5,5,43993620,44102032
Alcam,Normal,16,16,52248996,52454074
Gm37114,Normal,1,1,82105180,82106983
Flg,Normal,3,3,93273523,93293686
1700122H20Rik,Normal,17,17,6895940,6901718
Lrrc52,Normal,1,1,167445669,167466780
Gata3,Normal,2,2,9857078,9890034
Rplp0-ps1,Normal,3,3,93278141,93279073
Tmem41b,Normal,7,7,109972187,109986929
Loxl3,Normal,6,6,83034173,83052562
Adgrb1,Normal,15,15,74516195,74589465
Slc16a3,Normal,11,11,120948480,120960868
Dnah17,Normal,11,11,118021723,118130634
Gm17160,Normal,13,13,102762435,102764785
Cyp4f15,Normal,17,17,32685627,32703352
Gm37722,Normal,12,12,113772004,113772334
Kcng4,Normal,8,8,119623854,119635680
Gm50490,Normal,10,10,49094006,49094729
Gm44077,Normal,6,6,52012601,52026986
Gm34868,Normal,12,12,76287894,76306983
Gm47526,Normal,12,12,76277386,76277716
Cdx1,Normal,18,18,61018862,61036199
Plcd3,Normal,11,11,103070304,103101658
Kcna7,Normal,7,7,45405653,45409763
Gm13689,Normal,2,2,80549712,80550396
Top3a,Normal,11,11,60740058,60777365
Ighv5-7,Normal,12,12,113634787,113635160
Gm9520,Normal,8,8,82160623,82165639
Gm13256,Normal,2,2,9877256,9878869
Ighv5-13,Normal,12,12,113794126,113794538
Gm11197,Normal,11,11,78708738,78709761
Gm38590,Normal,8,8,82184799,82207535
Mrps12,Normal,7,7,28739641,28741820
Gm13688,Normal,2,2,80602733,80603340
Ighv2-4,Normal,12,12,113653291,113653724
Cdc23,Normal,18,18,34630951,34651735
Gm45514,Normal,7,7,137335741,137336429
Gm17841,Normal,7,7,137370836,137373260
Tnfaip6,Normal,2,2,52038009,52056686
Gm13214,Normal,4,4,132093891,132094298
Zbtb7a,Normal,10,10,81135220,81152995
Ccnq,Normal,11,11,78750506,78751729
Fscn1,Normal,5,5,142960343,142973185
Ifngas1,Normal,10,10,118502035,118556525
Aup1,Normal,6,6,83054521,83057808
Ccdc157,Normal,11,11,4141123,4160293
A830018L16Rik,Normal,1,1,11414105,11975901
Gm33178,Normal,8,8,69225536,69225792
Igfbp4,Normal,11,11,99041244,99054392
Zfp930,Normal,8,8,69209038,69230536
Gm37711,Normal,4,4,132104830,132109363
Ighv5-9,Normal,12,12,113661769,113662293
Gm28192,Normal,11,11,120963844,120964764
Halr1,Normal,6,6,52102949,52113684
Csnk1d,Normal,11,11,120958990,120991330
Gm29781,Normal,6,6,109125685,109126162
2610016A17Rik,Normal,19,19,25671134,25672253
Lyrm9,Normal,11,11,78826584,78846870
Noto,Normal,6,6,85423886,85428877
Gm32858,Normal,6,6,109214242,109214826
Gm44125,Normal,6,6,109386475,109386922
Gm4605,Normal,6,6,109443601,109444225
Tspan1,Normal,4,4,116161869,116167601
Gm12798,Normal,4,4,101403081,101407856
Gm10152,Normal,7,7,144763139,144764482
Gm7684,Normal,8,8,69239202,69240030
Dpm3,Normal,3,3,89259358,89267079
Ighv5-10,Normal,12,12,113669774,113670147
Mak,Normal,13,13,41025008,41079706
Slc5a2,Normal,7,7,128265657,128272430
Oprd1,Normal,4,4,132110726,132144486
Gm13708,Normal,2,2,73459705,73477602
Gm44929,Normal,7,7,144764763,144770571
Gm29623,Ytype,-1,Y,64368159,64368854
Gm29622,Ytype,-1,Y,64374713,64378051
Kcnip2,Normal,19,19,45791839,45816061
Gm34964,Normal,7,7,144787041,144791808
4930542C16Rik,Normal,14,14,24597266,24617467
Cdh3,Normal,8,8,106510891,106557297
Sdc1,Normal,12,12,8771323,8793715
9430038I01Rik,Normal,7,7,137375574,137410762
Msantd1,Normal,5,5,34908012,34923839
Wapl,Normal,14,14,34673928,34747983
Gm37187,Normal,12,12,113682466,113682891
Ighv2-6-8,Normal,12,12,113796138,113796567
Kxd1,Normal,8,8,70508272,70527956
Usp35,Normal,7,7,97309380,97332020
Gm20485,Normal,5,5,136863637,136869722
Col26a1,Normal,5,5,136741759,136883209
Gm29105,Normal,1,1,131907165,131907954
Pgr,Normal,9,9,8899833,8968611
Eif5al3-ps,Normal,5,5,90132229,90132675
Htt,Normal,5,5,34761740,34912534
Gm44161,Normal,6,6,109550371,109550623
Gm18444,Normal,1,1,125667988,125668616
Gm37672,Normal,3,3,75619347,75623360
Serpini1,Normal,3,3,75557547,75643495
Gm42473,Normal,5,5,115870144,115872434
Cit,Normal,5,5,115845278,116008947
Gm13215,Normal,4,4,132148413,132148884
Gm42811,Normal,6,6,127807951,127810718
Gm38825,Normal,6,6,67179799,67239710
Gm44052,Normal,6,6,67221902,67222544
Gm8566,Normal,6,6,67205619,67206083
Gm49661,Normal,8,8,84967678,84969433
Junb,Normal,8,8,84976910,84978718
Il12rb2,Normal,6,6,67291318,67376188
Gm38014,Normal,2,2,12389872,12392483
Gm37289,Normal,2,2,12357095,12358496
Gm37255,Normal,2,2,12372212,12375271
Rnf215,Normal,11,11,4135202,4141172
Vmn2r39,Normal,7,7,9013806,9030798
Rnaseh2a,Normal,8,8,84956610,84969767
Gm29207,Ytype,-1,Y,61196077,61199308
Htra2,Normal,6,6,83051266,83055273
Vmn2r52,Normal,7,7,10153206,10176573
Brd8,Normal,18,18,34598615,34624601
Zfp419,Normal,7,7,9058360,9062754
Gm29204,Ytype,-1,Y,61224998,61228233
AC099860.1,Normal,1,1,97660831,97662274
D1Ertd622e,Normal,1,1,97606318,97662074
Vmn2r38,Normal,7,7,9073775,9097881
H2ac20,Normal,3,3,96220361,96220880
Gm13025,Normal,4,4,140679753,140684617
Gm29265,Ytype,-1,Y,64411147,64414386
Lypd1,Normal,1,1,125867622,125913101
Btbd35f8,Xtype,-1,X,34450459,34452387
H2bc21,Normal,3,3,96221119,96223738
Rsph3b,Normal,17,17,6904413,6948682
Ccdc117,Normal,11,11,5528887,5542187
H2-Q6,Normal,17,17,35424850,35430055
Plagl1,Normal,10,10,13060504,13131694
Serbp1,Normal,6,6,67238176,67297736
P3h3,Normal,6,6,124841089,124857752
Gm7459,Normal,15,15,44281980,44283775
Gm48029,Normal,5,5,138412594,138412913
Tagap1,Normal,17,17,6955011,6961156
Dgcr6,Normal,16,16,18052860,18071632
Gm8089,Normal,1,1,107290341,107302354
H3c15,Normal,3,3,96238108,96239127
Gm19235,Normal,15,15,44323112,44324114
Gpr39,Normal,1,1,125676995,125873862
Hba-ps4,Normal,17,17,26286363,26287061
Gm2288,Xtype,-1,X,34872455,34893495
Gm15785,Normal,6,6,149433780,149434473
Gm50015,Normal,17,17,26317418,26322622
A530053M12Rik,Normal,1,1,106400178,106401987
Olfr1318,Normal,2,2,112154198,112159157
Gm49719,Normal,17,17,6948446,6957196
Gm21489,Ytype,-1,Y,61317789,61343815
Neurl1b,Normal,17,17,26414829,26446349
Gm20632,Normal,3,3,96239393,96241819
H2ac19,Normal,3,3,96239749,96240276
Irs1,Normal,1,1,82233101,82291416
Esrp1,Normal,4,4,11331933,11386783
Gm5445,Normal,13,13,12378158,12378637
Timeless,Normal,10,10,128232065,128252941
Gm5583,Normal,7,7,9118044,9131037
Gm16892,Normal,16,16,57167401,57174413
Mrps14,Normal,1,1,160195215,160202170
Gm21832,Ytype,-1,Y,61385172,61385862
Opa1,Normal,16,16,29579334,29654884
Gm21573,Ytype,-1,Y,61460025,61460715
Tbc1d23,Normal,16,16,57168862,57231504
Gm18201,Normal,7,7,9143254,9149393
Vmn2r-ps41,Normal,7,7,9176976,9180099
Gm28179,Ytype,-1,Y,61487651,61491872
Hdac5,Normal,11,11,102194432,102230166
Hsd3b7,Normal,7,7,127800604,127803802
Vmn2r37,Normal,7,7,9205546,9223653
Gm36983,Normal,3,3,23072419,23074921
Gm46497,Normal,15,15,12286669,12287453
Gm37021,Normal,3,3,23085975,23088949
Gm43345,Normal,3,3,27308406,27308674
Gm14552,Xtype,-1,X,34974042,35009265
Gm6651,Normal,1,1,106439600,106439870
Zfp449,Xtype,-1,X,56346400,56365674
Gm21577,Ytype,-1,Y,61526583,61527279
Scarb1,Normal,5,5,125277087,125341094
Gm29203,Ytype,-1,Y,61577303,61580542
Gm29206,Ytype,-1,Y,61556222,61583931
Gm4011,Normal,7,7,9241087,9260423
H2-Q7,Normal,17,17,35439155,35443773
Ckap5,Normal,2,2,91526762,91620664
Gm26558,Normal,2,2,70661149,70662109
6330418K02Rik,Normal,5,5,138264043,138266661
Gm11899,Normal,4,4,24792680,24800310
Prodh,Normal,16,16,18060357,18090203
Uba52,Normal,8,8,70508263,70510801
Klhl32,Normal,4,4,24612554,24851124
Cuedc2,Normal,19,19,46329812,46338702
Gm12765,Normal,7,7,33937261,33938237
Smim10l2a,Xtype,-1,X,56374586,56377799
Frat1,Normal,19,19,41829970,41832583
Cmtm2a,Normal,8,8,104281042,104293181
Map11,Normal,5,5,138259656,138264033
Gm9711,Normal,7,7,144791996,144792322
Gm50046,Normal,17,17,32729528,32754198
Frat2,Normal,19,19,41845972,41848132
Gm17948,Normal,17,17,32745182,32745820
Gm6452,Normal,17,17,32731010,32731806
Gm2155,Xtype,-1,X,56371620,56374790
Scgb2b26,Normal,7,7,33943002,33945040
Fgf3,Normal,7,7,144838083,144844436
Gm14633,Xtype,-1,X,56447888,56448357
Ankra2,Normal,13,13,98263074,98274754
Gm35339,Normal,15,15,76354432,76365201
Scgb1b26-ps,Normal,7,7,33958805,33959986
Gm28184,Normal,7,7,33986311,33986377
Gm12773,Normal,7,7,33996999,33997585
Gm12755,Normal,7,7,33998012,34006461
Scgb2b27,Normal,7,7,34011921,34013942
Rxrg,Normal,1,1,167598384,167639623
Gm18667,Normal,1,1,138184101,138184584
Gm28556,Normal,1,1,138190194,138192127
Fgf4,Normal,7,7,144847367,144865243
Rrp12,Normal,19,19,41862851,41896173
Taf3,Normal,2,2,9914552,10048596
Gm45711,Normal,8,8,104281347,104310081
Prdx2,Normal,8,8,84969587,84974834
Cdc37,Normal,9,9,21133222,21149982
Gm12846,Normal,4,4,98664366,98666137
Cmtm1,Normal,8,8,104292622,104310145
Patj,Normal,4,4,98395785,98719603
Gm15833,Normal,1,1,44212162,44213118
Mettl21e,Normal,1,1,44204070,44218961
Zfp157,Normal,5,5,138441468,138460694
Slc26a2,Normal,18,18,61192919,61211612
Gpc2,Normal,5,5,138273655,138280005
Gm9850,Normal,5,5,108002260,108002486
Sall3,Normal,18,18,80966376,80986771
Gm5700,Normal,1,1,44330048,44331036
Gm28893,Normal,1,1,44392809,44394447
Txn-ps1,Normal,1,1,44463923,44464231
Rps19-ps8,Normal,5,5,108055495,108055916
Gm45710,Normal,8,8,104310832,104312769
H2ac18,Normal,3,3,96245497,96246082
Misp,Normal,10,10,79820989,79830490
H3c14,Normal,3,3,96246685,96248509
Gm12727,Normal,4,4,106098924,106099282
Gm12729,Normal,4,4,106088714,106105068
Gm27239,Normal,18,18,80987456,80988575
Hspd1-ps4,Normal,4,4,106136111,106137778
Gm20634,Normal,3,3,96245554,96248509
Gm44050,Normal,6,6,67252025,67252928
Gm20633,Normal,3,3,96243550,96246380
Gm7503,Normal,18,18,80997003,80997383
Gm50424,Normal,18,18,81046824,81050382
Gm12724,Normal,4,4,106241216,106290026
Gm8752,Normal,17,17,35445856,35448926
Gm12731,Normal,4,4,106257031,106257298
Eri1,Normal,8,8,35465253,35496196
Dmrt2,Normal,19,19,25672411,25678991
Gm50423,Normal,18,18,81083064,81098084
Scg5,Normal,2,2,113776362,113829121
Gm20627,Normal,3,3,96254619,96256277
2310040G24Rik,Normal,6,6,86483376,86488227
1700113B19Rik,Normal,1,1,138261642,138262061
Lrrn4,Normal,2,2,132868305,132880891
Gm39119,Normal,7,7,144899313,144910085
Gm26793,Normal,7,7,144894560,144897461
Fgf15,Normal,7,7,144896531,144900953
4930594M17Rik,Normal,18,18,81226204,81236066
C630004M23Rik,Normal,2,2,10047838,10049519
Gm12730,Normal,4,4,106291269,106292255
Tigd5,Normal,15,15,75909735,75914535
Gm13262,Normal,2,2,9906178,9914678
Sned1,Normal,1,1,93235841,93301065
Gm37253,Normal,4,4,106293352,106294393
Hsdl2,Normal,4,4,59581563,59618689
Gm30192,Normal,18,18,81264691,81331479
Gm48146,Normal,10,10,62781757,62783187
Gm43936,Normal,6,6,86493216,86493909
Gm48145,Normal,10,10,62761751,62762079
Gm16072,Normal,18,18,12287404,12289780
Ctsk,Normal,3,3,95499256,95509362
Ankrd29,Normal,18,18,12252362,12305797
Ccar1,Normal,10,10,62743928,62792286
Aspdh,Normal,7,7,44465391,44467758
Cox6b2,Normal,7,7,4751792,4753094
Gm20511,Normal,11,11,103190710,103192896
Setd1a,Normal,7,7,127776670,127800122
Slc50a1,Normal,3,3,89268246,89270570
Gm10486,Xtype,-1,X,35067384,35090316
Gm11760,Normal,4,4,74044388,74045183
Frmd3,Normal,4,4,74013442,74202214
Cmtm2b,Normal,8,8,104322230,104330764
Gm37855,Normal,3,3,87157693,87162455
Kirrel,Normal,3,3,87078593,87174747
Gm37715,Normal,3,3,59424530,59424764
Hmgb1-ps5,Normal,3,3,95530418,95530974
D630033A02Rik,Normal,10,10,122985074,122986555
Ctss,Normal,3,3,95526786,95556403
Gm45878,Normal,8,8,104324440,104324680
Gm26927,Normal,13,13,84339149,84340113
Serpinb11,Normal,1,1,107361198,107380475
Lypd5,Normal,7,7,24349196,24355109
Gm43917,Normal,6,6,86261555,86263914
Tgfa,Normal,6,6,86195223,86275719
Gm42633,Normal,5,5,125318681,125321444
Tnfsf10,Normal,3,3,27317028,27342427
Sim1,Normal,10,10,50894754,50989152
Pjvk,Normal,2,2,76648476,76658556
Polr2g,Normal,19,19,8793127,8798577
Gm44162,Normal,6,6,110033389,110033932
Gm37922,Normal,3,3,93305015,93305469
Gm19039,Normal,6,6,110378054,110378628
Gm28720,Normal,6,6,86494649,86497804
Pycrl,Normal,15,15,75916477,75921560
Gm21497,Ytype,-1,Y,61646746,61672861
Gm43720,Normal,5,5,138264952,138279958
Gm8276,Normal,3,3,59431537,59433348
Gm15391,Normal,1,1,107385200,107387412
Gm5297,Normal,5,5,72626858,72628028
Gm29614,Ytype,-1,Y,61734378,61735071
Gm38288,Normal,3,3,59469671,59474095
Cnga1,Normal,5,5,72603696,72644275
Gm37771,Normal,3,3,59483024,59483288
Gal3st4,Normal,5,5,138264921,138272840
Gm5278,Normal,3,3,93433215,93433766
Gm5564,Normal,5,5,138504813,138505779
Cabin1,Normal,10,10,75646112,75764341
Gm37245,Normal,3,3,93306468,93465359
Zfp839,Normal,12,12,110850253,110869996
Gm37857,Normal,3,3,93393698,93394896
Gm18296,Normal,3,3,93420646,93421428
Zfp871,Normal,17,17,32765496,32788287
Gm8825,Normal,19,19,25795810,25796807
1700048O14Rik,Normal,19,19,26038452,26046467
Gm37913,Normal,3,3,93306468,93309011
Gm44674,Normal,7,7,128728394,128729522
Tex35,Normal,1,1,157099139,157108680
Tchh,Normal,3,3,93442330,93449077
9430064I24Rik,Normal,7,7,127800094,127802762
Gm44673,Normal,7,7,128721049,128722044
Gm50376,Normal,19,19,26246024,26249930
Gm5040,Normal,10,10,51238829,51239628
Mcmbp,Normal,7,7,128696441,128740495
Gm49388,Normal,7,7,127785608,127803802
Zbtb3,Normal,19,19,8802555,8804846
Rptn,Normal,3,3,93393699,93399442
Jazf1,Normal,6,6,52768797,53068631
Ptbp1,Normal,10,10,79854427,79864771
Hrnr,Normal,3,3,93319749,93333570
Olfr1319-ps1,Normal,2,2,112167724,112167997
Adprhl1,Normal,8,8,13221663,13254162
Fam126b,Normal,1,1,58522806,58586323
Ghsr,Normal,3,3,27371351,27378010
Gm48181,Normal,12,12,44373197,44374262
Gm11821,Normal,4,4,11400346,11401324
Gm48182,Normal,12,12,44409790,44411469
Gm11822,Normal,4,4,11420350,11420764
Gm8572,Normal,18,18,52952549,52953101
Mmgt2,Normal,11,11,62648664,62666354
Atp6v1g3,Normal,1,1,138273738,138289462
H4c14,Normal,3,3,96261682,96263311
Gm28719,Normal,6,6,86498781,86500537
Gm21679,Ytype,-1,Y,29609837,29684814
Gm30288,Normal,18,18,81434183,81457899
Zfp462,Normal,4,4,54945048,55083563
Gm44386,Normal,6,6,86513891,86516273
Gm37053,Normal,1,1,106604784,106606870
Gm38227,Normal,3,3,96263785,96265386
Gm40323,Normal,5,5,125361175,125370760
Bcl2,Normal,1,1,106538178,106714274
Mpc1-ps,Normal,12,12,110858565,110858894
H2-Q10,Normal,17,17,35470089,35474563
Gm12732,Normal,11,11,77639854,77640033
Gm15573,Normal,6,6,53045884,53046423
Fam102a,Normal,2,2,32535332,32569756
Csnk2a1,Normal,2,2,152226839,152281852
Gm12733,Normal,11,11,77644144,77644910
Gm15572,Normal,6,6,52843109,52843701
Gm28500,Normal,1,1,138377264,138377414
Gm50377,Normal,19,19,26277846,26308707
Gm10073,Normal,8,8,106573009,106573350
Ccr6,Normal,17,17,8236043,8257141
Bc1,Normal,7,7,144914470,144914637
Gm17115,Normal,17,17,32788394,32789591
H2-Ab1,Normal,17,17,34257689,34269419
1110028F18Rik,Normal,8,8,106587143,106594820
Fgd2,Normal,17,17,29360914,29379661
Gm46189,Normal,10,10,51455980,51461404
Gm5969,Normal,18,18,32140730,32141852
Zfp811,Normal,17,17,32795676,32809931
Gm50378,Normal,19,19,26462344,26467779
1700028J19Rik,Normal,7,7,44229811,44246695
D630008O14Rik,Normal,1,1,106541943,106575045
Gm34808,Normal,19,19,26483557,26484450
Cryba1,Normal,11,11,77718615,77725283
Gm50379,Normal,19,19,26530752,26530929
Gm48344,Normal,13,13,41091430,41091723
Gm48775,Normal,19,19,26572996,26584672
Galnt11,Normal,5,5,25221904,25265918
H3c13,Normal,3,3,96268654,96269141
Gm50269,Normal,17,17,26449388,26464157
E130308A19Rik,Normal,4,4,59626211,59761439
Gm34455,Normal,17,17,26467560,26503200
Rps8-ps3,Normal,6,6,52118242,52118891
Rps19-ps14,Normal,6,6,52131778,52132046
LTO1,Normal,7,7,144915100,144931701
Selenot,Normal,3,3,58576636,58593133
Kcnab2,Normal,4,4,152390742,152477910
Gm20628,Normal,3,3,96267075,96270289
H2bc18,Normal,3,3,96269752,96270132
Gm42743,Normal,3,3,96269721,96279001
Gm36864,Normal,7,7,44236177,44243191
Gm2309,Xtype,-1,X,35129015,35179028
Sardh,Normal,2,2,27188393,27248337
Gm2318,Xtype,-1,X,35206437,35227650
Slc10a1,Normal,12,12,80953183,80968705
Gm4856,Normal,3,3,59505581,59535226
Cacybp,Normal,1,1,160202367,160212875
Nufip2,Normal,11,11,77686155,77741921
Mterf4,Normal,1,1,93299211,93305915
Gm19088,Normal,5,5,25126135,25126700
Gm7389,Normal,8,8,3994626,3997509
Gm45048,Normal,8,8,4016454,4016882
Nudcd1,Normal,15,15,44373163,44428307
Gm50412,Normal,18,18,81480357,81515768
Gm41792,Normal,18,18,81627846,81637747
Gm12406,Normal,4,4,41639378,41641416
D930020B18Rik,Normal,10,10,121641588,121693915
Gm12281,Normal,11,11,62697218,62697515
Enho,Normal,4,4,41638144,41640324
Gm8143,Normal,6,6,53170550,53171735
Slc25a42,Normal,8,8,70184340,70212305
Gm4872,Normal,6,6,53221164,53224975
Pcbp1,Normal,6,6,86524492,86526321
Dnaic1,Normal,4,4,41569775,41638158
1600020E01Rik,Normal,6,6,86526247,86582466
